Nom de la gare;UIC;Code postal;Segmentation marketing;Segmentation décret;Agence;Voyageurs 2014
Dercy-Froidmont;297143;2270;5;c;Manche-Nord;12 293
Fère en Tardenois;171371;2130;5;c;Manche-Nord;13 870
Flavy le Martel ;296871;2520;5;c;Manche-Nord;12 778
Fresnoy le Grand;296293;2230;5;c;Manche-Nord;15 606
Guignicourt;171736;2190;4;b;Manche-Nord;130 462
Hirson;295063;2500;4;b;Manche-Nord;142 239
Hirson Ecoles;324335;2500;5;c;Manche-Nord;59 555
La Bouteille;297085;2140;5;c;Manche-Nord;7 041
La Fère;296632;2800;4;b;Manche-Nord;142 416
La Ferté Milon;116673;2460;4;c;Manche-Nord;49 567
Laon;296012;2000;3;b;Manche-Nord;842 067
Longpont;271775;2600;5;c;Manche-Nord;901
Margival;271882;2880;5;c;Manche-Nord;104
Marle sur Serre;296095;2250;4;c;Manche-Nord;63 053
Mennessis;296434;2700;5;c;Manche-Nord;11 541
Montescourt;296418;2440;5;c;Manche-Nord;17 270
Mont Notre Dame;171355;2220;5;c;Manche-Nord;7 396
Neuilly Saint Front;116681;2470;5;c;Manche-Nord;3 365
Nogent l'Artaud-Charly;116566;2310;4;c;Manche-Nord;93 297
Origny en Thiérache;296145;2550;5;c;Manche-Nord;14 117
Oulchy-Brény;116699;2210;5;c;Manche-Nord;2 636
Soissons;271817;2200;4;b;Manche-Nord;634 765
Saint-Erme;171751;2820;4;c;Manche-Nord;78 642
Tergnier;296442;2700;4;b;Manche-Nord;453 279
Vaumoise;271601;60117;5;c;Manche-Nord;769
Vauxaillon;297283;2320;5;c;Manche-Nord;4 675
Verneuil sur Serre;297119;2000;5;c;Manche-Nord;6 648
Versigny;296608;2800;5;c;Manche-Nord;6 016
Vervins;296129;2140;5;c;Manche-Nord;64 915
Vierzy;271783;2210;5;c;Manche-Nord;1 293
Villers Cotterêts;271734;2600;4;b;Manche-Nord;413 270
Viry Noureuil;297051;2300;5;c;Manche-Nord;618
Voyenne;297150;2250;5;c;Manche-Nord;5 472
Abancourt;313759;60220;4;c;Manche-Nord;37 559
Avrechy;313296;60130;5;c;Manche-Nord;8 112
Balagny Saint-Epin;313569;60250;5;c;Manche-Nord;15 509
Beauvais;313510;60000;3;b;Manche-Nord;1 296 647
Boran sur Oise;276444;60820;5;c;Manche-Nord;15 527
Bornel-Belle Eglise;276717;60540;4;b;Manche-Nord;271 488
Breteuil Embranchement;313247;60120;4;c;Manche-Nord;41 264
Chambly;276725;60230;4;b;Manche-Nord;606 574
Chantilly-Gouvieux;276113;60500;3;b;Manche-Nord;2 256 374
Chaumont en Vexin;381228;60240;4;b;Manche-Nord;151 443
Chevrières;276311;60710;5;c;Manche-Nord;31 370
Choisy au Bac;272062;60750;5;;Manche-Nord;0
Cires lès Mello;313551;60660;4;c;Manche-Nord;103 354
Clermont de l'Oise;313304;60600;4;b;Manche-Nord;957 369
Cramoisy;313544;60660;5;c;Manche-Nord;1 739
Crépy en Valois;271593;60800;4;b;Manche-Nord;920 832
Esches;272096;60110;5;c;Manche-Nord;28 748
Estrées Saint-Denis;313387;60190;4;c;Manche-Nord;48 776
Feuquières-Broquiers;313742;60960;5;c;Manche-Nord;21 921
Formerie;313833;60220;5;c;Manche-Nord;6 374
Fouilloy;313841;60220;5;c;Manche-Nord;42
Gannes;313262;60120;5;c;Manche-Nord;3 133
Grandvilliers;313734;60210;4;c;Manche-Nord;60 749
Heilles-Mouchy;316398;60250;5;c;Manche-Nord;5 449
Herchies;313692;60112;5;c;Manche-Nord;5 954
Hermes Berthecourt;313585;60370;4;c;Manche-Nord;95 059
Jaux;272013;60880;5;c;Manche-Nord;18 133
La Borne Blanche;276287;60560;5;c;Manche-Nord;20 561
La Villetertre;381202;60240;5;c;Manche-Nord;5 776
Laboissières le Déluge;313676;60570;5;c;Manche-Nord;13 460
Laigneville;276204;60290;5;b;Manche-Nord;137 538
Le Plessis Belleville;271551;60330;4;b;Manche-Nord;144 660
Le Meux la Croix St-Ouen;276733;60880;5;c;Manche-Nord;34 855
Liancourt-Rantigny;276212;60140;4;b;Manche-Nord;274 625
Liancourt-Saint-Pierre;381210;60240;5;c;Manche-Nord;8 722
Longueil-Sainte-Marie;276303;60126;4;c;Manche-Nord;40 249
Longueil-Annel;272195;60150;5;c;Manche-Nord;21 244
Mareuil sur Ourcq;116665;60890;5;c;Manche-Nord;22 195
Marseille en Beauvaisis;313726;60860;5;c;Manche-Nord;34 848
Meru;313668;60110;4;b;Manche-Nord;726 403
Milly sur Thérain;313700;60112;4;c;Manche-Nord;10 538
Montataire;276618;60160;4;c;Manche-Nord;29 889
Montreuil sur Thérain;316406;60134;5;c;Manche-Nord;4 985
Mouy Bury;313577;60250;4;b;Manche-Nord;177 712
Nanteuil le Haudouin;271577;60440;4;b;Manche-Nord;126 827
Noyon;276782;60400;4;b;Manche-Nord;582 020
Ormoy Villers;271585;60800;5;c;Manche-Nord;2 800
Orry la Ville Coye;276279;60560;4;b;Manche-Nord;1 076 881
Ourscamps;276774;60138;5;c;Manche-Nord;2 828
Pont Sainte-Maxence;276329;60700;4;b;Manche-Nord;879 607
Précy sur Oise;276410;60460;4;c;Manche-Nord;36 066
Rémy;313403;60190;5;c;Manche-Nord;8 997
Ribecourt;276766;60170;4;b;Manche-Nord;110 347
Rieux-Angicourt;276352;60870;4;b;Manche-Nord;162 283
Rochy Condé;313601;60510;4;c;Manche-Nord;2 669
Saint-Just en Chaussée;313270;60130;4;b;Manche-Nord;541 500
Saint-Leu d'Esserent;276402;60340;4;c;Manche-Nord;64 735
Saint-Omer en Chaussée;313718;60860;5;c;Manche-Nord;7 144
Saint-Rémy en l'Eau;313288;60130;5;c;Manche-Nord;1 595
Saint-Sulpice Auteuil;313684;60430;4;b;Manche-Nord;126 314
Thourotte;276741;60150;4;c;Manche-Nord;62 334
Tricot;313353;60420;5;c;Manche-Nord;61 377
Trie Château;381236;60590;5;c;Manche-Nord;18 401
Villers Saint-Paul;276378;60870;5;c;Manche-Nord;77 705
Villers Saint-Sépulcre;313593;60134;5;c;Manche-Nord;9 816
Villers sur Thère;316422;60000;5;c;Manche-Nord;877
Wacquemoulin;316208;60420;5;c;Manche-Nord;6 386
Acheux-Franleu;316745;80560;5;c;Manche-Nord;719
Ailly sur Noye;313221;80250;4;b;Manche-Nord;122 200
Ailly sur Somme;313098;80470;4;b;Manche-Nord;126 651
Albert;313072;80300;4;b;Manche-Nord;447 563
Boves;313213;80440;5;c;Manche-Nord;18 796
Buire sur l'Ancre;316067;80300;5;c;Manche-Nord;2 412
Chaulnes;313478;80320;4;c;Manche-Nord;99 097
Chépy-Valines;317495;80210;5;c;Manche-Nord;7 192
Corbie;313056;80800;4;b;Manche-Nord;347 059
Daours;315044;80800;5;c;Manche-Nord;24 439
Dommartin-Remiencourt;316109;80440;5;c;Manche-Nord;7 212
Dreuil lès Amiens;316075;80730;5;c;Manche-Nord;16 733
Feuquerolles;316752;80190;5;c;Manche-Nord;618
Feuquières-Fressenville;317503;80210;5;c;Manche-Nord;19 932
Ham;313494;80400;4;b;Manche-Nord;133 818
Hangest sur Somme;313114;80310;5;c;Manche-Nord;52 433
Hargicourt-Pierrepont;313338;80500;5;c;Manche-Nord;20 446
Heilly;316059;80113;5;c;Manche-Nord;5 000
La Faloise;313239;80250;5;c;Manche-Nord;9 779
Longpré les Corps Saints;313122;80510;4;b;Manche-Nord;142 326
Marcelcave;313445;80720;5;c;Manche-Nord;39 456
Méricourt-Ribemont;313064;80340;5;c;Manche-Nord;35 935
Miraumont;342030;80300;5;c;Manche-Nord;15 642
Montdidier;313346;80500;4;b;Manche-Nord;164 337
Moreuil;313320;80110;4;b;Manche-Nord;147 107
Namps-Quevauvillers;313379;80710;5;c;Manche-Nord;849
Nesle (Somme);313486;80190;4;c;Manche-Nord;72 439
Noyelles sur Mer;317396;80133;4;c;Manche-Nord;69 048
Picquigny;313106;80310;5;c;Manche-Nord;79 873
Poix de Picardie;313395;80290;5;c;Manche-Nord;90 124
Pont Rémy;313130;80580;5;c;Manche-Nord;22 766
Quesnoy le Montant;317487;80132;5;c;Manche-Nord;1 878
Rosières;313460;80170;4;b;Manche-Nord;124 857
Rue;317404;80120;4;b;Manche-Nord;112 957
Saint-Roch;313080;80000;4;c;Manche-Nord;87 473
Thézy Glimont;316125;80110;5;c;Manche-Nord;19 762
Villers Bretonneux;313437;80380;5;b;Manche-Nord;141 828
Woincourt;317511;80520;5;c;Manche-Nord;14 084
Alet les Bains;615187;11580;5;c;Méditerranée;20
Bram;615054;11150;4;c;Méditerranée;56 762
Campagne sur Aude;615229;11260;5;c;Méditerranée;15
Castelnaudary;615039;11400;4;b;Méditerranée;285 826
Couffoulens Leuc;615120;11250;5;c;Méditerranée;1 171
Couiza Montazels;615203;11190;5;c;Méditerranée;569
Coursan;781161;11110;5;c;Méditerranée;1 712
Esperaza;615211;11260;5;c;Méditerranée;936
Leucate la-Franqui;781088;11370;4;c;Méditerranée;59 622
Lézignan Corbières;615112;11200;4;c;Méditerranée;92 328
Limoux;615161;11300;4;c;Méditerranée;17 138
Limoux-Flassian;598755;11300;5;c;Méditerranée;4 426
Pomas;615146;11250;5;c;Méditerranée;6 738
Port la Nouvelle;781062;11210;4;c;Méditerranée;70 641
Quillan;615260;11500;4;c;Méditerranée;29 971
Verzeille;615138;11250;5;c;Méditerranée;303
Aigues Mortes;775858;30220;4;c;Méditerranée;2 686
Aigues Vives;775122;30670;5;;Méditerranée;0
Aimargues;775833;30470;5;c;Méditerranée;84
Alès;775288;30100;3;b;Méditerranée;398 792
Beaucaire;775023;30300;5;c;Méditerranée;8 814
Beauvoisin;775809;30640;5;c;Méditerranée;564
Bessèges;775494;30160;4;c;Méditerranée;0
Boucoiran;775346;30190;5;c;Méditerranée;745
Chamborigaud;775221;30530;5;c;Méditerranée;4 329
Fons Saint-Mamert;775379;30730;5;c;Méditerranée;11 224
Gallargues;775130;30660;5;c;Méditerranée;5 466
Gammal;775510;30410;5;c;Méditerranée;0
Générac;775791;30510;5;c;Méditerranée;319
Génolhac;775213;30450;4;c;Méditerranée;27 577
Grand Combe la Pise;775254;30110;4;c;Méditerranée;24 787
Jonquières et Saint-Vincent;775049;30300;5;;Méditerranée;0
La Levade;775247;30110;5;c;Méditerranée;274
Le Cailar;775825;30740;5;c;Méditerranée;323
Le Grau du Roi;775866;30240;4;c;Méditerranée;58 112
Manduel-Redessan;775064;30129;5;c;Méditerranée;6 374
Milhaud;775098;30540;5;c;Méditerranée;2 337
Molières sur Cèze;775528;30410;5;c;Méditerranée;0
Nozières-Brignon;775353;30190;5;c;Méditerranée;6 211
Nyer;784736;66123;5;c;Méditerranée;0
Robiac;775502;30160;5;c;Méditerranée;0
Salindres;775551;30340;5;c;Méditerranée;0
Saint-Ambroix;775536;30500;5;c;Méditerranée;0
Saint-Césaire;775072;30900;5;c;Méditerranée;13 682
Saint-Geniès de Malgoires;775361;30190;5;c;Méditerranée;63 730
Saint-Julien les Fumades;775544;30271;5;c;Méditerranée;0
Saint-Laurent d'Aigouze;775841;30220;5;c;Méditerranée;761
Uchaud;775106;30620;5;c;Méditerranée;2 049
Vauvert;775817;30600;4;c;Méditerranée;1 625
Vergèze Codognan;775114;30310;4;b;Méditerranée;203 402
Agde;781278;34300;2;a;Méditerranée;637 458
Baillargues;773457;34670;5;c;Méditerranée;88 900
Bédarieux;781609;34600;4;c;Méditerranée;15 855
Ceilhe -Roquèredonde;781542;34260;5;c;Méditerranée;7 174
Frontignan;773556;34110;4;b;Méditerranée;315 797
Le Bousquet d'Orb;781583;34260;5;c;Méditerranée;1 100
Les Cabrils;781559;34233;5;c;Méditerranée;18
Les Mazes le Crès;773473;34090;5;;Méditerranée;0
Lunas;781575;34650;5;c;Méditerranée;0
Lunel;773408;34400;4;b;Méditerranée;751 094
Lunel Viel;773424;34400;5;c;Méditerranée;8 438
Magalas;781666;34480;5;c;Méditerranée;1 612
Marseillan Plage;781294;34340;5;c;Méditerranée;4 220
Nissan;781179;34440;5;c;Méditerranée;1 116
Saint-Aunès;773465;34130;5;c;Méditerranée;1 953
Saint-Brès Mudaison;773440;34670;5;;Méditerranée;456
Valergues Lansargues;773432;34130;5;c;Méditerranée;9 492
Vias;781260;34450;5;c;Méditerranée;4 247
Vic Mireval;773531;34110;5;c;Méditerranée;13 792
Villeneuve les Maguelonne;773515;34750;5;c;Méditerranée;9 046
Allenc;783654;48190;5;c;Méditerranée;0
Aumont Aubrac;783266;48130;4;c;Méditerranée;6 501
Bagnols-Chadenet;783647;48190;5;c;Méditerranée;167
Balsièges-Bourg;111864;48000;5;c;Méditerranée;0
Banassac la Canourgue;783324;48500;4;c;Méditerranée;2 093
Barjac;783563;48000;5;c;Méditerranée;0
Belvezet;783670;48170;5;c;Méditerranée;64
Chanac;783530;48230;5;c;Méditerranée;573
Chapeauroux;734343;48600;5;c;Méditerranée;245
Chasserades;775148;48250;5;c;Méditerranée;300
Chirac;783290;48100;5;c;Méditerranée;33
La Bastide Saint-Laurent-les-Bains;775171;48250;4;c;Méditerranée;37 772
Langogne;734350;48300;4;c;Méditerranée;25 161
Le Bruel;783548;48056;5;c;Méditerranée;0
Le Monastier;783308;48100;5;c;Méditerranée;230
Les Salelles;783514;48230;5;c;Méditerranée;0
Luc;734368;48250;5;c;Méditerranée;140
Marvejols;783282;48100;4;c;Méditerranée;33 944
Mende;783605;48000;4;c;Méditerranée;24 940
Saint-Chély d'Apcher;783241;48200;4;c;Méditerranée;34 328
Sainte-Cécil -d'Andorge;775239;30239;5;c;Méditerranée;638
Villefort;775197;48800;4;c;Méditerranée;10 283
Argelès sur Mer;784231;66700;4;b;Méditerranée;118 331
Banyuls sur Mer;784298;66650;4;c;Méditerranée;72 164
Bena Fanès;784892;66760;5;c;Méditerranée;0
Bolquère-Eyne;784801;66210;5;c;Méditerranée;4 721
Bourg Madame;784876;66760;4;c;Méditerranée;6 239
Cerbère;785006;66290;4;c;Méditerranée;58 062
Collioure;784256;66190;4;c;Méditerranée;82 675
Elne;784207;66200;4;c;Méditerranée;68 738
Err;784843;66800;5;c;Méditerranée;148
Estavar;784827;66800;5;c;Méditerranée;57
Fontpédrouse-Saint-Thomas les Bains;784769;66360;5;c;Méditerranée;3 940
Font-Romeu Odeillo Via;784819;66120;4;c;Méditerranée;38 070
Ille sur Tet;784561;66130;4;c;Méditerranée;1 514
Joncet;784710;66193;5;c;Méditerranée;0
Latour de Carol Enveitg;611483;66760;4;c;Méditerranée;45 953
Le Soler;784512;66270;5;c;Méditerranée;3 005
Marquixanes;784629;66320;5;c;Méditerranée;1 529
Millas;784546;66170;5;c;Méditerranée;1 548
Mont Louis la Cabanasse;784793;66210;4;c;Méditerranée;61 725
Olette-Canaveilles les Bains;784728;66360;5;c;Méditerranée;1 498
Osséja;784868;66340;5;c;Méditerranée;222
Perpignan;784009;66027;2;a;Méditerranée;1 534 080
Planès;784785;66210;5;c;Méditerranée;383
Porta;611491;66146;5;;Méditerranée;0
Porte Puymorens;611509;66760;5;c;Méditerranée;1 594
Port Vendres;784264;66660;4;c;Méditerranée;27 099
Prades Molitg les Bains;784637;66500;4;c;Méditerranée;6 313
Ria;784660;66500;5;c;Méditerranée;1 120
Rivesaltes;784173;66600;4;c;Méditerranée;85 945
Saillagouse;784835;66800;5;c;Méditerranée;1 490
Salses;784157;66600;5;c;Méditerranée;11 008
Sauto;784777;66210;5;c;Méditerranée;0
Serdinya;784702;66360;5;c;Méditerranée;33
Sainte-Léocadie;784850;66800;5;c;Méditerranée;73
Saint-Féliu d'Avail;784520;66170;5;c;Méditerranée;75
Thuès Carença;784751;66360;5;c;Méditerranée;2 195
Thuès les Bains;784744;66360;5;c;Méditerranée;76
Ur les Escaldes;784884;66760;5;c;Méditerranée;0
Villefranche Vernet les Bains;784686;66820;4;b;Méditerranée;143 526
Vinça;784611;66320;5;c;Méditerranée;2 852
Château Arnoux Saint-Auban;751230;4160;4;c;Méditerranée;14 453
La Brillanne-Oraison;751271;4700;4;c;Méditerranée;22 924
Manosque-Gréoux les Bains;751321;4100;4;c;Méditerranée;76 000
Sisteron;751206;4200;4;c;Méditerranée;26 839
Beaulieu sur Mer;756379;6310;4;b;Méditerranée;413 601
Biot;757690;6410;4;b;Méditerranée;238 658
Breil sur Roya;756833;6540;4;c;Méditerranée;26 479
Cagnes sur Mer;756320;6800;4;b;Méditerranée;801 561
Cannes La Bocca;757617;6150;4;b;Méditerranée;181 098
Cap d'Ail;756395;6320;5;c;Méditerranée;63 914
Cap Martin Roquebrune;756460;6190;5;c;Méditerranée;38 827
Carnoles;756478;6180;4;b;Méditerranée;380 478
Cros de Cagnes;756338;6800;4;b;Méditerranée;151 841
Drap-Cantaron;756775;6340;5;c;Méditerranée;13 153
Eze;756387;6360;5;c;Méditerranée;83 963
Fontan-Saorge;756858;6540;5;c;Méditerranée;1 453
Golfe Juan Vallauris;757641;6220;4;b;Méditerranée;252 408
Grasse;757724;6520;4;b;Méditerranée;201 822
Juan les Pins;757666;6160;4;b;Méditerranée;580 531
La Brigue;756874;6430;5;c;Méditerranée;1 330
La Frayère;757740;6400;5;c;Méditerranée;24 775
La Trinité Victor;756767;6340;4;c;Méditerranée;15 040
L'Ariane la Trinité;751529;6340;5;c;Méditerranée;5 143
Le Bosquet;757757;6400;5;c;Méditerranée;38 678
L'Escarène;756809;6440;5;c;Méditerranée;7 939
Mandelieu la Napoule;757591;6210;4;b;Méditerranée;102 532
Menton;756486;6500;3;b;Méditerranée;1 361 104
Menton-Garavan;756494;6500;4;b;Méditerranée;170 625
Mouans Sartoux;401323;6370;4;b;Méditerranée;94 396
Nice Riquier;756353;6300;4;b;Méditerranée;1 573 743
Nice Saint-Augustin;756254;6200;4;b;Méditerranée;929 082
Nice Saint-Roch;756007;6300;5;c;Méditerranée;3 835
Peille;756791;6440;5;c;Méditerranée;3 084
Peillon Sainte-Thècle;756783;6440;5;c;Méditerranée;1 935
Ranguin;757732;6400;5;c;Méditerranée;32 682
Sospel;756825;6380;4;c;Méditerranée;22 473
Saint-Dalmas de Tende;756866;6430;5;c;Méditerranée;2 657
Saint-Laurent du Var;756346;6700;4;b;Méditerranée;524 630
Tende;756882;6430;4;c;Méditerranée;10 108
Théoule sur Mer;757583;6590;5;c;Méditerranée;13 258
Touët de l'Escarène;756817;6440;5;c;Méditerranée;640
Vievola;756890;6430;5;c;Méditerranée;0
Villefranche sur Mer;756361;6230;4;b;Méditerranée;456 752
Villeneuve Loubet Plage;756304;6270;4;b;Méditerranée;240 258
Aubagne;751750;13400;3;b;Méditerranée;575 632
Berre;753228;13130;5;c;Méditerranée;171
Carry le Rouet;753566;13620;4;b;Méditerranée;76 571
Cassis;751776;13260;4;b;Méditerranée;189 753
Croix-Sainte;753491;13500;5;c;Méditerranée;2 695
Fos sur Mer;753442;13270;5;c;Méditerranée;7 760
Gardanne;751420;13120;4;b;Méditerranée;425 835
Istres;753418;13800;4;c;Méditerranée;53 257
La Ciotat;751784;13600;3;b;Méditerranée;402 860
La Couronne-Carro;753541;13500;5;c;Méditerranée;37 802
La Penne sur Huveaune;751743;13821;5;c;Méditerranée;44 376
La Pomme;751719;13720;5;c;Méditerranée;45
La Redonne Ensues;753574;13820;5;c;Méditerranée;41 277
Lamanon;753731;13113;5;c;Méditerranée;17 265
L'Estaque;751602;13016;5;c;Méditerranée;57 905
Marseille-Blancarde;751081;13004;4;b;Méditerranée;269 576
Martigues;753509;13500;4;c;Méditerranée;44 022
Meyrargues;751370;13650;5;c;Méditerranée;54 781
Miramas;753004;13140;3;b;Méditerranée;524 864
Niolon;753582;13016;5;c;Méditerranée;30 076
Orgon;753707;13660;5;c;Méditerranée;4 250
Pas des Lanciers;753285;13730;4;b;Méditerranée;144 610
Picon Busserine;759290;13014;5;c;Méditerranée;12 925
Port de Bouc;753459;13110;4;c;Méditerranée;47 317
Rassuen;753426;13270;5;c;Méditerranée;3 099
Rognac;753251;13340;4;b;Méditerranée;204 002
Salon;753764;13300;4;b;Méditerranée;164 226
Sausset les Pins;753558;13960;4;b;Méditerranée;76 198
Sénas;753715;13560;5;c;Méditerranée;10 422
Séon Saint-Henry;751636;13016;5;c;Méditerranée;712
Septèmes;751800;13240;4;c;Méditerranée;23 841
Simiane;751438;13109;4;b;Méditerranée;133 583
Saint-Joseph le Castellas;759316;13015;5;c;Méditerranée;9 106
Saint-Antoine;751826;13015;5;c;Méditerranée;35 056
Saint-Chamas;753202;13250;5;c;Méditerranée;51 931
Sainte-Marthe en Provence;751842;13014;4;c;Méditerranée;59 119
Saint-Louis les Aygalades;751644;13000;5;c;Méditerranée;574
Saint-Marcel;751701;13720;5;c;Méditerranée;7 647
Saint-Martin de Crau;753681;13310;5;c;Méditerranée;68 938
Tarascon sur Rhône;765354;13150;4;b;Méditerranée;172 348
Vitrolles Aeroport Marseille Provence;439554;13127;5;b;Méditerranée;592 758
Aspres sur Buëch;763250;5140;4;c;Méditerranée;6 223
Briançon;763607;5100;3;b;Méditerranée;128 016
Chorges;763425;5230;4;c;Méditerranée;19 782
Embrun;763466;5200;4;b;Méditerranée;76 881
Gap;763003;5000;3;b;Méditerranée;240 905
Laragne;763755;5300;4;c;Méditerranée;13 027
L'Argentière les Ecrins;763557;5120;4;c;Méditerranée;35 577
Montdauphin-Guillestre;763508;5600;3;c;Méditerranée;67 418
Serres;763722;5700;4;c;Méditerranée;10 616
Veynes Devoluy;763300;5400;4;c;Méditerranée;66 839
Agay;757559;83530;5;c;Méditerranée;18 134
Anthéor Cap Roux;757567;83530;5;c;Méditerranée;4 275
Bandol;755223;83150;3;b;Méditerranée;245 667
Boulouris sur Mer;757534;83700;4;c;Méditerranée;25 276
Carnoules;755371;83660;4;c;Méditerranée;65 163
Cuers-Pierrefeu;755355;83390;5;c;Méditerranée;29 350
Fréjus;757500;83600;4;b;Méditerranée;96 493
Gonfaron;755397;83590;5;c;Méditerranée;14 536
Hyères;755629;83400;4;b;Méditerranée;204 935
La Crau;755611;83260;5;c;Méditerranée;13 802
La Garde;755306;83130;4;c;Méditerranée;60 562
La Pauline Hyères;755314;83400;4;c;Méditerranée;64 815
La Seyne Six Fours;755264;83500;4;b;Méditerranée;224 303
Le Dramont;757542;83530;5;c;Méditerranée;6 978
Le Luc et le Cannet;755405;83340;4;c;Méditerranée;21 333
Le Trayas;757575;83700;5;c;Méditerranée;5 899
Ollioules-Sanary sur Mer;755231;83190;4;b;Méditerranée;254 934
Pignans;755389;83790;5;c;Méditerranée;13 983
Puget;755363;83390;5;c;Méditerranée;10 098
Solliès Pont;755330;83210;4;c;Méditerranée;42 127
Saint-Cyr les Lecques la Cadière;755215;83270;4;b;Méditerranée;240 831
Vidauban;755421;83550;5;c;Méditerranée;2 771
Bédarrides;765198;84370;5;c;Méditerranée;12 358
Bollène la Croisière;764357;84500;4;b;Méditerranée;92 751
Cavaillon;765503;84300;4;b;Méditerranée;121 411
Courthézon;765180;84350;5;c;Méditerranée;17 641
Gadagne;765446;84470;5;c;Méditerranée;5 231
Le Thor;765453;84250;4;c;Méditerranée;33 660
L'Isle sur Sorgue Fontaine de Vaucluse;765479;84800;4;b;Méditerranée;109 533
Montfavet;765412;84140;4;c;Méditerranée;12 989
Morières les Avignon;765420;84310;5;c;Méditerranée;26 342
Orange;765107;84100;3;b;Méditerranée;279 007
Pertuis;751362;84120;4;c;Méditerranée;23 675
Sorgues-Châteauneuf du Pape;765206;84700;4;c;Méditerranée;41 393
Saint-Saturnin d'Avignon;765438;84450;5;c;Méditerranée;14 309
Bellenaves;641068;3330;5;c;Centre Est Rhône Alpes;5 927
Bessay;696336;3340;5;c;Centre Est Rhône Alpes;8 714
Chamblet;641407;3170;5;;Centre Est Rhône Alpes;0
Commentry;641415;3600;4;b;Centre Est Rhône Alpes;176 502
Diou;696435;3490;5;c;Centre Est Rhône Alpes;2 488
Dompierre Sept Fons;696427;3290;4;c;Centre Est Rhône Alpes;13 908
Gannat;732404;3800;4;c;Centre Est Rhône Alpes;91 918
Huriel;641217;3380;5;c;Centre Est Rhône Alpes;50
La Ville Gozet;641191;3100;5;c;Centre Est Rhône Alpes;545
Les Trillers;641373;3190;5;c;Centre Est Rhône Alpes;1 744
Lignerolles;641795;3410;5;c;Centre Est Rhône Alpes;0
Louroux de Bouble;641050;3330;5;c;Centre Est Rhône Alpes;2 722
Magnette;641365;3260;5;c;Centre Est Rhône Alpes;754
Montluçon-Rimard;323675;3100;5;c;Centre Est Rhône Alpes;7 548
Saint-Bonnet de Rochefort;641076;3800;5;c;Centre Est Rhône Alpes;3 120
Saint-Germain des Fossés;732206;3260;4;b;Centre Est Rhône Alpes;140 088
Thiel sur Acolin;696419;3230;5;c;Centre Est Rhône Alpes;1 153
Urçay;576348;3360;5;c;Centre Est Rhône Alpes;6 967
Vallon en Sully;641357;3190;4;c;Centre Est Rhône Alpes;31 437
Varennes sur Allier;696351;3150;5;c;Centre Est Rhône Alpes;80 970
Villeneuve sur Allier;696310;3460;5;c;Centre Est Rhône Alpes;169
Aurillac;645002;15000;3;b;Centre Est Rhône Alpes;151 851
Boisset (Cantal);645184;15600;5;c;Centre Est Rhône Alpes;0
La Capelle Viescamp;645150;15150;5;c;Centre Est Rhône Alpes;0
Laroquebrou;645135;15150;4;c;Centre Est Rhône Alpes;5 490
Le Lioran;645473;15300;4;c;Centre Est Rhône Alpes;21 690
Le Rouget;645192;15290;5;c;Centre Est Rhône Alpes;13 332
Massiac-Blesle;734871;15500;4;c;Centre Est Rhône Alpes;34 618
Maurs;645168;15400;4;c;Centre Est Rhône Alpes;10 570
Murat;645481;15300;4;c;Centre Est Rhône Alpes;18 956
Neussargues;645507;15170;4;c;Centre Est Rhône Alpes;15 898
Pers;645176;15290;5;c;Centre Est Rhône Alpes;386
Saint-Flour Chaudes Aigues;783175;15100;4;c;Centre Est Rhône Alpes;28 771
Vic sur Cère;645440;15800;4;c;Centre Est Rhône Alpes;10 015
Visecamp sous Jallès;645119;15150;5;;Centre Est Rhône Alpes;0
Ytrac;645101;15130;5;c;Centre Est Rhône Alpes;0
Alleyras;731885;43580;5;c;Centre Est Rhône Alpes;309
Arvant;734251;43360;4;c;Centre Est Rhône Alpes;43 505
Aurec;726760;43110;4;c;Centre Est Rhône Alpes;47 102
Bas Monistrol;726778;43120;4;b;Centre Est Rhône Alpes;62 020
Brioude;734269;43100;4;c;Centre Est Rhône Alpes;83 133
Chamalières sur Loire;734731;43800;5;c;Centre Est Rhône Alpes;2 083
Darsac;734673;43270;5;c;Centre Est Rhône Alpes;5 719
Lachaud Curmilhac;731828;43013;5;c;Centre Est Rhône Alpes;774
Langeac;734319;43300;4;c;Centre Est Rhône Alpes;22 124
Lavoute sur Loire;734707;43800;5;c;Centre Est Rhône Alpes;9 592
Monistrol d'Allier;734335;43580;5;c;Centre Est Rhône Alpes;704
Paulhaguet;734293;43230;5;c;Centre Est Rhône Alpes;1 617
Pont de Lignon;726786;43430;5;c;Centre Est Rhône Alpes;556
Retournac;734749;43130;4;c;Centre Est Rhône Alpes;26 053
Saint-Georges d'Aurac;734301;43230;5;c;Centre Est Rhône Alpes;4 379
Saint-Vincent le Château;734715;43800;5;c;Centre Est Rhône Alpes;10 238
Vorey;734723;43800;5;c;Centre Est Rhône Alpes;28 556
Aigueperse;734129;63260;5;c;Centre Est Rhône Alpes;69 893
Aubiat;734111;63260;5;c;Centre Est Rhône Alpes;4 869
Brassac les Mines Sainte-Florine;734244;63570;4;b;Centre Est Rhône Alpes;108 157
Clermont la Pardieu;782607;63000;5;b;Centre Est Rhône Alpes;299 547
Clermont la Rotonde;396895;63000;5;c;Centre Est Rhône Alpes;18 092
Durtol-Nohanent;641449;63830;5;c;Centre Est Rhône Alpes;1 030
